address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Goodall Road, London, E11",E11,2899,2899,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Terraced,3.0,1.0,Ask agent,0.6,3
"Eaglesfield Road, London, SE18",SE18,2500,2500,Long term,Unfurnished,Ask agent,Detached,4.0,2.0,Ask agent,1.2,3
"Botanist House, 7 Seagull Lane, London, E16",E16,2450,2826,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3
"Byron House, Chapel Close, DA1",DA1,1400,1615,Long term,Unfurnished,Ask agent,Maisonette,2.0,1.0,Ask agent,0.9,3
"Radfield Way, Sidcup, Kent, DA15",DA15,2200,2538,Long term,Ask agent,Ask agent,End of Terrace,3.0,1.0,Ask agent,1.0,3
"Hyde Vale, Greenwich, SE10",SE10,4250,4904,Long term,Unfurnished,Ask agent,End of Terrace,4.0,2.0,Ask agent,0.5,3
"Moore House, Cassilis Road, Canary Wharf, London, E14",E14,2000,2307,Long term,Furnished,Ask agent,Apartment,1.0,1.0,495 sq ft,0.3,3
"Asher Way, London, E1W",E1W,1993,2300,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Waterloo House, 
7 Byron Street, E14",E14,1800,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Ross Way, London, E14",E14,2500,2884,Long term,Furnished,Ask agent,Apartment,3.0,2.0,78 sq ft,0.5,3
"Westcombe Hill, Greenwich/Westcombe Park, SE3",SE3,997,0,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.5,3
"Syon Lodge, Burnt Ash Hill, Lee, SE12",SE12,1300,1500,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.8,3
"Westcombe Hill, Greenwich/Westcombe Park, SE3",SE3,1040,0,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.5,3
"3 Tidal Basin Road, Royal Victoria, London, E16",E16,2450,2826,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3
"Westcombe Hill, Greenwich/Westcombe Park, SE3",SE3,1170,0,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.5,3
"Lee High Road, Lewisham, SE13",SE13,1250,1440,Long term,Unfurnished,Ask agent,Studio,,1.0,Ask agent,0.6,3
"Casa Apartments, East India Dock, E14",E14,1599,1845,Long term,Furnished,Ask agent,Flat,1.0,,Ask agent,0.4,3
"South Quay Plaza, 75 Marsh Wall, London, E14",E14,3850,4442,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3
"The Vista Building, Calderwood Street, Woolwich, SE18",SE18,1700,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Wantage Road, Lee, London, SE12",SE12,2400,2769,Long term,Unfurnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.6,3
"Bonnet Street, London, E16",E16,2195,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,600 sq ft,0.5,3
"Kingfisher Heights, E16",E16,2050,0,Long term,Ask agent,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Rowan Court, London, E13",E13,1750,2019,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.6,3
"3 Shipwright Street, London, E16",E16,1825,2105,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"20 Fresh Wharf Road, Barking, Essex, IG11",IG11,1535,1771,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,1.0,3
"Maud Street, London, E16",E16,1950,0,Long term,Furnished,Ask agent,Apartment,1.0,,Ask agent,0.4,3
"West Ham Lane, 
Stratford Village, E15",E15,2100,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3
"Frobisher Street, London, SE10",SE10,1750,2019,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,561 sq ft,0.5,3
"The Vista Building, Calderwood Street, London, SE18",SE18,2375,0,Long term,Part furnished,Ask agent,Apartment,3.0,3.0,Ask agent,0.3,3
"Emery Wharf, London Dock, Wapping, E1W",E1W,2817,3250,Long term,Furnished,Ask agent,Apartment,1.0,1.0,441 sq ft,0.4,3
"Cutter Lane, London, SE10",SE10,2050,2365,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"21 Atlantis Avenue, London, E16",E16,2800,3230,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.4,3
"Cinnabar Wharf East, Wapping High Street, London, E1W.",E1W.,4498,6230,Long term,Unfurnished,Ask agent,Flat,3.0,3.0,Ask agent,0.4,3
"Beacon Point, 12 Dowells Street, New Capital Quay, London, SE10",SE10,2350,2711,Long term,Furnished,Ask agent,Apartment,2.0,2.0,872 sq ft,0.4,3
"Docker Building, Riverscape, London, E16",E16,2999,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Merchant Court, Wapping Wall, London, E1W.",E1W.,3900,4500,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Landmark Pinnacle, Marsh Wall, London, E14",E14,4000,4615,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3
"Harold Road, Leytonstone, E11",E11,1400,0,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Aspen, Consort Place, Marsh Wall, E14",E14,4000,4615,Long term,Ask agent,Ask agent,,2.0,2.0,Ask agent,0.1,3
"Minotaur House, Thunderer Walk, Royal Arsenal Riverside, Woolwich, London, SE18",SE18,1850,2134,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Marsh Wall, London, E14",E14,2500,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,485 sq ft,0.2,3
"The Haydon, London, EC3N",EC3N,3200,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3
"Royal Carriage Mews, Woolwich, London, SE18",SE18,2250,2597,Long term,Part furnished,Ask agent,Flat,2.0,2.0,696 sq ft,0.3,3
"Commercial Road, London, E14",E14,1500,1730,Long term,Furnished,Ask agent,Apartment,1.0,,Ask agent,0.4,3
"Ibex House, Stratford, E15",E15,1500,0,Long term,Ask agent,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Point Hill, London, SE10",SE10,800,923,Long term,Ask agent,Ask agent,House Share,1.0,1.0,Ask agent,0.3,3
"Dorset Road, London, SE9",SE9,1500,0,Long term,Unfurnished,Ask agent,Maisonette,2.0,2.0,Ask agent,0.9,3
"Arena Tower, 25 Crossharbour Plaza, Canary Wharf, London, E14",E14,2400,2050,Long term,Furnished,Ask agent,Apartment,1.0,1.0,541-556 sq ft,0.3,3
"Plowden Road, Kidbrooke Village, London, SE3",SE3,1750,2019,,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3
"Blair Street, Peppercorn Court, E14",E14,1700,1961,Long term,Furnished,Ask agent,Studio,,1.0,429 sq ft,0.3,3
"Silvertown Way, London, E16",E16,2650,2200,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Ability Place, 37 Millharbour, Canary Wharf, London, E14",E14,2500,2884,Long term,Furnished,Ask agent,Apartment,2.0,2.0,806 sq ft,0.2,3
"Ability Place, London, E14",E14,2500,2884,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3
"Northbrook Road, London, SE13",SE13,950,1096,Long term,Unfurnished,Ask agent,Studio,,1.0,Ask agent,0.6,3
"Cranbrook Road, Ilford, IG2",IG2,1950,1950,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.7,3
"Orpington, London, BR5",BR5,950,950,Long term,Unfurnished,Ask agent,Studio,,1.0,Ask agent,1.4,3
"Seagull Lane, E16",E16,1650,1904,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.1,3
"Luralda Wharf, Isle Of Dogs, London, E14",E14,2200,2539,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,605 sq ft,0.4,3
"Pan Peninsula Square, E14",E14,3750,4326,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.2,3
"One Park Drive, Canary Wharf, London, E14",E14,2500,2885,Long term,Part furnished,Ask agent,Studio,,1.0,435 sq ft,0.2,3
"Goldsmith Apartments, Royal Arsenal, London, SE18",SE18,2097,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Denison House, Canary Wharf, E14",E14,1972,2278,Long term,Furnished,Ask agent,Flat,1.0,1.0,460 sq ft,0.3,3
"Mycenae Road, Blackheath, London, SE3",SE3,1950,2250,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,778 sq ft,0.6,3
"Hampton Tower, South Quay Plaza, London, E14",E14,2652,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3
"Hertsmere Road, West India Quay, E14",E14,3200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.2,3
"Silvertown Way, London, E16",E16,3285,2800,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.3,3
"Parish Gate Drive, Sidcup, DA15",DA15,1200,1211,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,1.0,3
"Landmark Pinnacle, 10 Marsh Wall, Canary Wharf, London, E14",E14,3600,4153,Long term,Furnished,Ask agent,Apartment,2.0,2.0,860 sq ft,0.3,3
"Millharbour, E14",E14,1846,2134,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Galleria House, Western Gateway, E16",E16,1950,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3
"Marsh Wall, Landmark Pinnacle, E14",E14,2750,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3
"Ropemaker Road, Canada Water, SE16",SE16,1105,0,Long term,Furnished,Ask agent,House Share,,,150 sq ft,0.5,3
"Hampton Tower, 75 Marsh Wall, Canary Wharf, London, E14",E14,2650,3057,Long term,Furnished,Ask agent,Apartment,1.0,1.0,659 sq ft,0.2,3
"Avalon Point, Orchard Wharf, E14",E14,2250,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,1.8,3
"Melbourne Grove, London, SE22",SE22,2250,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.5,3
"Tarves Way, London, SE10",SE10,2200,0,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3
"Conington Road, London, SE13",SE13,2000,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,668 sq ft,0.2,3
"Ocean Wharf, Westferry Road, London, E14",E14,2500,2885,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"12 Western Gateway, London, E16",E16,1740,2054,Long term,Furnished,Ask agent,Studio,,1.0,452 sq ft,0.3,3
"New Cross Road, London, SE14",SE14,1400,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Vetro Court, London, E14",E14,3650,4211,,Ask agent,Ask agent,Apartment,2.0,2.0,781 sq ft,0.3,3
"Burrells Wharf, E14",E14,2149,2481,Long term,Part furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3
"Cornmill Lane, London, SE13",SE13,1700,2020,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Furley Road, London, SE15",SE15,2350,2350,Long term,Unfurnished,Ask agent,Terraced,3.0,1.0,Ask agent,0.6,3
"Siena House, 11 Bollinder Place, London, EC1V",EC1V,3950,3646,Long term,Furnished,Ask agent,Apartment,2.0,3.0,936 sq ft,3.7,3
"Friary Road, London, SE15",SE15,1700,0,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.6,3
"Hertsmere Road, London, E14",E14,7000,9692,Short term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.2,3
"New Cross Road, 
Canary Wharf, SE14",SE14,2000,2308,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3
"Hennessey Apartments,  Brigadier Walk, SE18",SE18,2500,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Charrington Tower, Biscayne Avenue, London, E14",E14,2383,2750,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3
"3 Limeharbour, London, E14",E14,2300,2645,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3
"The Haydon 16 Minories, London, EC3N",EC3N,4333,5500,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,850 sq ft,0.2,3
"Shenley Road, Camberwell, SE5",SE5,1075,1075,Long term,Furnished,Ask agent,House Share,1.0,4.0,Ask agent,0.6,3
"Kelson House, Royal Wharf, London, E16",E16,2496,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3
"Washington Building, Deals Gateway, Lewisham, SE13",SE13,1500,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Iris House, Polar Riverside, London, E14",E14,1750,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,431 sq ft,0.3,3
"Deanston Wharf, Riverscape, E16",E16,3300,3807,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3.0,2.0,963 sq ft,0.5,3
"Deanston Wharf, Riverscape, E16",E16,3500,4038,Long term,Furnished,Ask agent,Apartment,3.0,2.0,"1,142 sq ft",0.5,3
"Hobbs Court, Shad Thames, SE1",SE1,2297,2423,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.6,3
"Deanston  Building, Riverscape, London, E16",E16,3500,0,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.5,3
"Woolwich, SE18",SE18,1350,1380,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.5,3
"Warehouse Court, No 1 Street, London, SE18",SE18,2450,2826,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"The Sphere, London, E16",E16,1725,1725,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Sandpiper Drive, Erith, DA8",DA8,1650,1650,Long term,Unfurnished,Ask agent,Terraced,2.0,1.0,Ask agent,1.2,3
"Hampton Tower, Canary Wharf, E14",E14,2600,3375,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,613 sq ft,0.3,3
"105 Stratosphere Tower, 55 Great Eastern Road, London, E15",E15,2200,2538,Long term,Furnished,Ask agent,Apartment,1.0,1.0,592 sq ft,0.3,3
"Hampton Tower, Canary Wharf, E14",E14,2650,3403,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,627 sq ft,0.2,3
"Carron Close, Langdon Park, E14",E14,845,825,Long term,Furnished,Ask agent,House Share,,,107 sq ft,0.3,3
"Bolanachi Building, Spa Road, London, SE16",SE16,1950,2250,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.7,3
"Hendre Road, SE1",SE1,1703,1965,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Duplex,2.0,1.0,Ask agent,0.9,3
"Waterside Heights, Booth Road, Pontoon Dock, London, E16",E16,2200,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.5,3
"Duchess Walk, London, SE1",SE1,7200,9000,Long term,Furnished,Ask agent,Apartment,3.0,3.0,"1,303 sq ft",0.4,3
"Glasshouse Gardens, London, E20",E20,2925,3375,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Hooks Close, London, SE15",SE15,1100,1269,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.4,3
"Sitka House, 20 Quebec Way, Canada Water, London, SE16",SE16,2167,2500,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.5,3
"Hampton Tower, Canary Wharf, E14",E14,2700,3750,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,613 sq ft,0.2,3
"Pilot Walk, North Greenwich, SE10",SE10,2700,3115,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3
"Chislehurst Road, Chislehurst, BR7",BR7,5950,8238,Long term,Unfurnished,Ask agent,Detached,4.0,3.0,Ask agent,0.5,3
"8 Water Street, Canary Wharf, E14",E14,2554,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1.0,Ask agent,0.2,3
"John Newton Court, Welling, DA16",DA16,1700,1961,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,1.0,3
"Honor Oak Road, Forest Hill, SE23",SE23,900,900,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,0.7,3
"10 George Street, Canary Wharf, E14",E14,2687,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Newfoundland, Canary Wharf, E14",E14,2297,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1.0,Ask agent,0.2,3
"Faro Close, Bromley, BR1",BR1,1400,1615,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.6,3
"Hercules House, London City Island, London, E14",E14,3200,3692,Long term,Furnished,Ask agent,Flat,3.0,2.0,Ask agent,0.4,3
"Hay Close, Stratford, London, E15",E15,1550,1600,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3
"Cutter House, Royal Wharf, London, E16",E16,2600,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"UNCLE New Cross, Batavia Road, London, SE14",SE14,2740,0,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.3,3
"UNCLE New Cross, Batavia Road, London, SE14",SE14,2197,0,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"UNCLE New Cross, 45 New Cross Road, London, SE14",SE14,2170,0,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3
"10 George Street, Canary Wharf, E14",E14,4008,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,,Ask agent,0.3,3
"Dollar Bay Place, London, E14",E14,1950,2250,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.4,3
"UNCLE New Cross, Batavia Road, London, SE14",SE14,1998,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3
"10 George Street, E14",E14,2430,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,,Ask agent,0.4,3
"Riverdale House, 68 Molesworth Street, Lewisham, SE13",SE13,1500,1730,Long term,Furnished,Ask agent,Apartment,,1.0,356 sq ft,0.7,3
"UNCLE New Cross, 45 New Cross Road, London, SE14",SE14,1865,0,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.5,3
"Admirals Tower, Greenwich, SE10",SE10,2496,2304,Short term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Newfoundland, Canary Wharf, E14",E14,4680,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.2,3
"8 Water Street, Canary Wharf, E14",E14,3016,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.2,3
"Newfoundland, Canary Wharf, E14",E14,4000,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.2,3
"10 George Street, Canary Wharf, E14",E14,3792,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,,Ask agent,0.3,3
"Newfoundland, Canary Wharf, E14",E14,3618,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.2,3
"New Village Avenue, London, E14",E14,2350,2350,,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"8 Water Street, Canary Wharf, E14",E14,3050,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1.0,Ask agent,0.2,3
"Newfoundland, Canary Wharf, E14",E14,2817,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.2,3
"1 Pan Peninsula Square, Canary Wharf, E14",E14,2600,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.2,3
"Brigadier Walk, London, SE18",SE18,2492,0,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,832 sq ft,0.4,3
"Bonnet Street, London, E16",E16,1950,0,Long term,Furnished,Ask agent,Ground Flat,1.0,1.0,582 sq ft,0.5,3
"10 George Street, Canary Wharf, E14",E14,4312,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,,Ask agent,0.3,3
"8 Water Street, Canary Wharf, E14",E14,3792,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,1.0,Ask agent,0.2,3
"8 Water Street, Canary Wharf, E14",E14,6906,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3.0,1.0,Ask agent,0.2,3
"Merchant House, Stratford, E20",E20,2550,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.5,3
"Laker House, Pontoon Dock, E16",E16,2400,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.5,3
"Newfoundland, Canary Wharf, E14",E14,4312,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.2,3
"Merchant House, Stratford, E20",E20,3400,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,3.0,2.0,Ask agent,0.5,3
"Newfoundland, Canary Wharf, E14",E14,4450,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.2,3
"Landmark Tower West, 22 Marsh Wall, London, E14",E14,2800,3230,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"Fairmont Avenue, London, E14",E14,1695,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.2,3
"Charlton Church Lane, London, SE7",SE7,1100,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1.0,Ask agent,0.6,3
"Riverscape, Royal Wharf, London, E16",E16,2500,0,,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.5,3
"Heligan House, Water Gardens Square, Canada Street, London, SE16",SE16,2450,2826,Long term,Furnished,Ask agent,Apartment,2.0,2.0,680 sq ft,0.3,3
"Tynemouth Road, London, SE18",SE18,2000,2307,Long term,Unfurnished,Ask agent,Semi-Detached,3.0,1.0,Ask agent,1.0,3
"Kelson House, 8 Schooner Road, Royal Wharf, London, E16",E16,2575,2971,Long term,Furnished,Ask agent,Apartment,2.0,2.0,793 sq ft,0.5,3
"No. 1 West India Quay, 26 Hertsmere Road, London, E14",E14,3600,0,Long term,Furnished,Ask agent,Duplex,1.0,2.0,Ask agent,0.2,3
"UNCLE Deptford, Evelyn St, London, SE8",SE8,4475,0,Long term,Furnished,Ask agent,Apartment,4.0,2.0,Ask agent,0.7,3
"UNCLE Deptford, Evelyn St, London, SE8",SE8,3325,0,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.7,3
"Bagshaw Building, Wardian, Canary Wharf, E14",E14,2990,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.2,3
"Mercury House, 2 Jude Street, London, E16",E16,2000,2076,,Furnished,Ask agent,Apartment,2.0,2.0,750 sq ft,0.3,3
"Landmark West Towrt, Marsh Wall, London, E14",E14,2383,2750,Long term,Furnished,Ask agent,Apartment,1.0,1.0,560 sq ft,0.3,3
"One Tower Bridge, Duchess Walk, London, SE1",SE1,3683,0,Long term,Part furnished,Ask agent,Apartment,1.0,1.0,586 sq ft,0.4,3
"Hobart Building, Wardian, Canary Wharf, E14",E14,4290,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.2,3
"Pinnacle Tower, Tower Hamlets, E14",E14,3500,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"Cadmus Court, London, SE16",SE16,2250,2250,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,Ask agent,0.6,3
"Calderon Road, London, E11",E11,1600,1600,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3
"Fawe Street, Langdon Park, E14",E14,1575,0,,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"2 Bedroom Apartment - Caravel House, Royal Wharf, E16",E16,2350,0,,Part furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Connaught Heights, London, E16",E16,2099,2422,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3
"Stanstead Road, London, SE23",SE23,1300,1300,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.5,3
"10 Westfield Avenue, London, E20",E20,3595,600,Long term,Furnished,Ask agent,Apartment,2.0,,Ask agent,0.2,3
"Montfichet Road, London, E20",E20,3645,600,Long term,Unfurnished,Ask agent,Apartment,3.0,2.0,941 sq ft,0.2,3
"Fortunes Dock, Canning Town London E16",E16,2560,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Norman Road, London, E6",E6,1500,0,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,Ask agent,0.8,3
"Plate House, E14",E14,1900,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Cherry Park Lane, London, E20",E20,2785,350,Long term,Furnished,Ask agent,Apartment,1.0,1.0,548 sq ft,0.2,3
"10 Westfield Avenue, London, E20",E20,2688,350,Long term,Unfurnished,Ask agent,Apartment,1.0,1.0,626 sq ft,0.4,3
